from	to	kind	flow	reversed	derived	optional	evidence	note
scripts/widmung_v2/01_build_official_zoning_layers.py	output/abschichtung_widmung_v2/zoning_vectors/industrie_negativ_combined.gpkg	writes	true	false	false	false	[frag_A] 01_build_official_zoning_layers.py:112-116,136; [frag_E] scripts/widmung_v2/01_build_official_zoning_layers.py:112-116,136	write_bucket(): NICHT dissolved, mit bundesland/source_layer/category-Provenienz.
scripts/widmung_v2/01_build_official_zoning_layers.py	output/abschichtung_widmung_v2/zoning_vectors/wohn_misch_combined.gpkg	writes	true	false	false	false	[frag_A] 01_build_official_zoning_layers.py:112-116,136; [frag_E] scripts/widmung_v2/01_build_official_zoning_layers.py:112-116,136	write_bucket(): NICHT dissolved, mit bundesland/source_layer/category-Provenienz. | write_bucket() pro Bucket in main()
scripts/widmung_v2/01_build_official_zoning_layers.py	windkraft/calc/widmung_sources.py	imports	false	false	false	false	[frag_A] 01_build_official_zoning_layers.py:61-69	
scripts/widmung_v2/02_build_hig_sources.py	cfg:paths.dgm	reads	false	false	false	false	[frag_A] abschichtung_common.py:307 (load_grid Template)	
config.json	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] 02_build_hig_sources.py:238 (load_config)	
data/adressregister	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] bev_register.py:111-143 (load_address_points/load_building_points)	
scripts/widmung_v2/02_build_hig_sources.py	layer:bewohnt_einzellage_source	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:177-186,246-256 (ensure_group_layers -> write_layer)	
scripts/widmung_v2/02_build_hig_sources.py	layer:ferienhaus_tourismus_source	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:177-186,246-256 (ensure_group_layers -> write_layer)	
scripts/widmung_v2/02_build_hig_sources.py	layer:hig_hulls_source	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:177-186,246-256 (ensure_group_layers -> write_layer)	
scripts/widmung_v2/02_build_hig_sources.py	layer:noe_pdf_750m_zones	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:177-186,246-256 (ensure_group_layers -> write_layer)	
scripts/widmung_v2/02_build_hig_sources.py	layer:noe_pdf_hig_source	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:177-186,246-256 (ensure_group_layers -> write_layer)	
scripts/widmung_v2/02_build_hig_sources.py	layer:nonresidential_hulls_source	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:177-186,246-256 (ensure_group_layers -> write_layer)	
scripts/widmung_v2/02_build_hig_sources.py	layer:official_hig_source	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:177-186,246-256 (ensure_group_layers -> write_layer)	
scripts/widmung_v2/02_build_hig_sources.py	layer:official_settlement_source	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:177-186,246-256 (ensure_group_layers -> write_layer)	
scripts/widmung_v2/02_build_hig_sources.py	output/abschichtung_widmung_v2/distance_layers	writes	true	false	false	false	[frag_E] scripts/widmung_v2/02_build_hig_sources.py:200-201; windkraft/calc/abschichtung_common.py:1443-1444 (write_layer, via ensure_group_layers)	schreibt official_settlement_source, ferienhaus_tourismus_source, official_hig_source, noe_pdf_750m_zones, noe_pdf_hig_source, hig_hulls_source, bewohnt_einzellage_source, nonresidential_hulls_source (SOURCE_LAYER_NAMES Z.79-88)
scripts/widmung_v2/02_build_hig_sources.py	output/abschichtung_widmung_v2/hig_huellen.gpkg	writes	true	false	false	false	[frag_A] 02_build_hig_sources.py:167-175; [frag_E] scripts/widmung_v2/02_build_hig_sources.py:90,174,215	Uebersprungen bei --skip-gpkg. | hulls.to_file(); abschaltbar mit --skip-gpkg
output/abschichtung_widmung_v2/zoning_vectors/haeuser_im_gruenen_combined.gpkg	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] hig_source_masks.py:41	
output/abschichtung_widmung_v2/zoning_vectors/industrie_negativ_combined.gpkg	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] hig_source_masks.py:42	
output/abschichtung_widmung_v2/zoning_vectors/wohn_misch_combined.gpkg	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] hig_source_masks.py:40	
output/adressregister_cache	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	true	[frag_A] bev_register.py:113-124,130-142	Nur wenn Parquet-Cache bereits existiert; sonst wird er hier befuellt (writes).
scripts/widmung_v2/02_build_hig_sources.py	output/adressregister_cache	writes	true	false	false	false	[frag_A] bev_register.py:121-124,138-142	
output/kataster/at_dkm_gst_nfl_epsg31287.geoparquet	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] hig_detection.py:162 (pads.dataset in scan_dkm_candidates); [frag_E] scripts/widmung_v2/02_build_hig_sources.py:114,197	via windkraft/calc/streusiedlung.py:80,99 -> scan_dkm_candidates
output/noe/pdf_750m_*.geojson	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_E] scripts/widmung_v2/02_build_hig_sources.py:196 (--noe-dir Default)	via noe_pdf_source_mask()/noe_pdf_mask() in hig_source_masks.py
output/noe/pdf_750m_geb.geojson	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	true	[frag_A] hig_source_masks.py:61-68 (noe_pdf_layer_masks/noe_pdf_mask)	Fehlende Datei -> nur Warnung + Nullmaske (kein harter Abbruch).
output/noe/pdf_750m_gruenland_widmung.geojson	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	true	[frag_A] hig_source_masks.py:61-68 (noe_pdf_layer_masks/noe_pdf_mask)	Fehlende Datei -> nur Warnung + Nullmaske (kein harter Abbruch).
output/noe/pdf_750m_gwr.geojson	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	true	[frag_A] hig_source_masks.py:61-68 (noe_pdf_layer_masks/noe_pdf_mask)	Fehlende Datei -> nur Warnung + Nullmaske (kein harter Abbruch).
output/noe/pdf_hig_source_*.geojson	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	true	[frag_E] scripts/widmung_v2/02_build_hig_sources.py:196 (--noe-dir Default)	Dateien liegen vor, aber laut docs/widmung_v2_provenance.md:152 wird das daraus erzeugte Band noe_pdf_hig_source downstream nicht mehr referenziert -> praktisch fauler Pfad
output/noe/pdf_hig_source_geb.geojson	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] hig_source_masks.py:86-96 (noe_pdf_source_mask)	HARTER Fehler (FileNotFoundError) falls Datei fehlt: 'ein leeres NÖ-Quellband wuerde lautlos einen Grossteil des NÖ-Ausschlusses entfernen'.
output/noe/pdf_hig_source_gruenland_widmung.geojson	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] hig_source_masks.py:86-96 (noe_pdf_source_mask)	HARTER Fehler (FileNotFoundError) falls Datei fehlt: 'ein leeres NÖ-Quellband wuerde lautlos einen Grossteil des NÖ-Ausschlusses entfernen'.
output/noe/pdf_hig_source_gwr.geojson	scripts/widmung_v2/02_build_hig_sources.py	reads	true	true	false	false	[frag_A] hig_source_masks.py:86-96 (noe_pdf_source_mask)	HARTER Fehler (FileNotFoundError) falls Datei fehlt: 'ein leeres NÖ-Quellband wuerde lautlos einen Grossteil des NÖ-Ausschlusses entfernen'.
scripts/widmung_v2/02_build_hig_sources.py	windkraft/calc/abschichtung_common.py	imports	false	false	false	false	[frag_A] 02_build_hig_sources.py:42-54	
scripts/widmung_v2/02_build_hig_sources.py	windkraft/calc/abschichtung_common.py	invokes	false	false	false	false	[frag_F] scripts/widmung_v2/02_build_hig_sources.py:42	Import
scripts/widmung_v2/02_build_hig_sources.py	windkraft/calc/bev_register.py	imports	false	false	false	false	[frag_A] 02_build_hig_sources.py:55	
scripts/widmung_v2/02_build_hig_sources.py	windkraft/calc/hig_detection.py	imports	false	false	false	false	[frag_A] 02_build_hig_sources.py:56-69	
scripts/widmung_v2/02_build_hig_sources.py	windkraft/calc/hig_source_masks.py	imports	false	false	false	false	[frag_A] 02_build_hig_sources.py:71-77	
scripts/widmung_v2/02_build_hig_sources.py	windkraft/calc/hig_source_masks.py	reads	false	false	false	false	[frag_E] scripts/widmung_v2/02_build_hig_sources.py:66-71,97 (zoning_masks-Import/Aufruf)	indirekt via zoning_masks()
scripts/widmung_v2/02_build_hig_sources.py	windkraft/calc/streusiedlung.py	imports	false	false	false	false	[frag_A] 02_build_hig_sources.py:70	
scripts/widmung_v2/02_build_hig_sources.py	windkraft/config.py	imports	false	false	false	false	[frag_A] 02_build_hig_sources.py:41	
scripts/widmung_v2/03_build_osm_layers.py	cfg:buffers.major_airport_osm_ids	reads	false	false	false	true	[frag_A] abschichtung_common.py:1115 (build_airport_corridor_masks)	
scripts/widmung_v2/03_build_osm_layers.py	cfg:paths.powerlines_gpkg	reads	false	false	false	true	[frag_A] abschichtung_common.py:966-979	Nur Fallback wenn --osm-pbf nicht existiert; mit dem Default-PBF vorhanden aktuell unwirksam.
scripts/widmung_v2/03_build_osm_layers.py	cfg:paths.vgd	reads	false	false	false	false	[frag_A] abschichtung_common.py:624 (admin_boundaries), aufgerufen 03_build_osm_layers.py:161	
config.json	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] 03_build_osm_layers.py:241 (load_config)	
data/austria-260328-free.shp	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	true	[frag_A] abschichtung_common.py:473-485 (osm_layer_path Legacy-Fallback)	Nur falls das PBF fehlt; aktuell nicht aktiv, da data/austria-260330.osm.pbf vorhanden ist.
data/austria-260330.osm.pbf	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] 03_build_osm_layers.py:133-136 (buildings), 145-148 (windpower), 151-154 (aerialways); [frag_A] abschichtung_common.py:966-1010 (build_infrastructure_masks: powerlines/roads/railways/aerialways/military); [frag_A] abschichtung_common.py:1105-1108 (build_airport_corridor_masks: transport layer)	Uebersprungen bei --skip-infra.
scripts/widmung_v2/03_build_osm_layers.py	layer:airport_area_major	writes	true	false	false	true	[frag_A] 03_build_osm_layers.py:265 (build_airport_corridor_masks)	Uebersprungen bei --skip-infra.
scripts/widmung_v2/03_build_osm_layers.py	layer:airport_runway_corridor_5km	writes	true	false	false	true	[frag_A] 03_build_osm_layers.py:265 (build_airport_corridor_masks)	Uebersprungen bei --skip-infra.
layer:bewohnt_einzellage_source	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] 03_build_osm_layers.py:78-85,104-117,160,165 (OFFICIAL_COVER_LAYERS / _require_hig_layers)	Teil der 6 hart geprueften OFFICIAL_COVER_LAYERS (_require_hig_layers wirft FileNotFoundError bei fehlendem Checkpoint).
scripts/widmung_v2/03_build_osm_layers.py	layer:cableway_buildings_source	writes	true	false	false	false	[frag_A] 03_build_osm_layers.py:197-200,257-262 (ensure_group_layers)	
scripts/widmung_v2/03_build_osm_layers.py	layer:cableway_people_150m	writes	true	false	false	true	[frag_A] 03_build_osm_layers.py:264 (build_infrastructure_masks)	Uebersprungen bei --skip-infra.
layer:ferienhaus_tourismus_source	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] 03_build_osm_layers.py:78-85,104-117,160,165 (OFFICIAL_COVER_LAYERS / _require_hig_layers)	Teil der 6 hart geprueften OFFICIAL_COVER_LAYERS (_require_hig_layers wirft FileNotFoundError bei fehlendem Checkpoint).
scripts/widmung_v2/03_build_osm_layers.py	layer:general_buildings_source	writes	true	false	false	false	[frag_A] 03_build_osm_layers.py:197-200,257-262 (ensure_group_layers)	
layer:hig_hulls_source	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] 03_build_osm_layers.py:78-85,104-117,160,165 (OFFICIAL_COVER_LAYERS / _require_hig_layers)	Teil der 6 hart geprueften OFFICIAL_COVER_LAYERS (_require_hig_layers wirft FileNotFoundError bei fehlendem Checkpoint).
scripts/widmung_v2/03_build_osm_layers.py	layer:military_restricted_area	writes	true	false	false	true	[frag_A] 03_build_osm_layers.py:264 (build_infrastructure_masks)	Uebersprungen bei --skip-infra.
layer:noe_pdf_750m_zones	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] 03_build_osm_layers.py:78-85,104-117,160,165 (OFFICIAL_COVER_LAYERS / _require_hig_layers)	Teil der 6 hart geprueften OFFICIAL_COVER_LAYERS (_require_hig_layers wirft FileNotFoundError bei fehlendem Checkpoint).
layer:official_hig_source	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] 03_build_osm_layers.py:78-85,104-117,160,165 (OFFICIAL_COVER_LAYERS / _require_hig_layers)	Teil der 6 hart geprueften OFFICIAL_COVER_LAYERS (_require_hig_layers wirft FileNotFoundError bei fehlendem Checkpoint).
layer:official_settlement_source	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] 03_build_osm_layers.py:78-85,104-117,160,165 (OFFICIAL_COVER_LAYERS / _require_hig_layers)	Teil der 6 hart geprueften OFFICIAL_COVER_LAYERS (_require_hig_layers wirft FileNotFoundError bei fehlendem Checkpoint).
scripts/widmung_v2/03_build_osm_layers.py	layer:rail_main	writes	true	false	false	true	[frag_A] 03_build_osm_layers.py:264 (build_infrastructure_masks)	Uebersprungen bei --skip-infra.
scripts/widmung_v2/03_build_osm_layers.py	layer:road_federal_state	writes	true	false	false	true	[frag_A] 03_build_osm_layers.py:264 (build_infrastructure_masks)	Uebersprungen bei --skip-infra.
scripts/widmung_v2/03_build_osm_layers.py	layer:road_motorway_trunk	writes	true	false	false	true	[frag_A] 03_build_osm_layers.py:264 (build_infrastructure_masks)	Uebersprungen bei --skip-infra.
output/abschichtung/osm_pbf_layers	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:486-514 (Cache-Hit); [frag_E] scripts/widmung_v2/03_build_osm_layers.py:134,146,152,232	osm_layer_path() Aufrufe für buildings/windpower/aerialways/...
scripts/widmung_v2/03_build_osm_layers.py	output/abschichtung/osm_pbf_layers	writes	true	false	false	false	[frag_A] abschichtung_common.py:457-465,489-513	
output/abschichtung_widmung_v2/distance_layers	scripts/widmung_v2/03_build_osm_layers.py	reads	true	true	false	false	[frag_E] scripts/widmung_v2/03_build_osm_layers.py:204 (_source_fingerprint)	Fingerprint der Stufe-2-Outputs zur Checkpoint-Invalidierung
scripts/widmung_v2/03_build_osm_layers.py	output/abschichtung_widmung_v2/distance_layers	writes	true	false	false	false	[frag_E] scripts/widmung_v2/03_build_osm_layers.py:215; windkraft/calc/abschichtung_common.py:1443-1444	Gebäude/Straße/Bahn/Seilbahn/Militär/Flughafen-Checkpoints
scripts/widmung_v2/03_build_osm_layers.py	windkraft/calc/abschichtung_common.py	imports	false	false	false	false	[frag_A] 03_build_osm_layers.py:53-73	
scripts/widmung_v2/03_build_osm_layers.py	windkraft/calc/abschichtung_common.py	invokes	false	false	false	false	[frag_F] scripts/widmung_v2/03_build_osm_layers.py:53	Import
scripts/widmung_v2/03_build_osm_layers.py	windkraft/config.py	imports	false	false	false	false	[frag_A] 03_build_osm_layers.py:52	
scripts/widmung_v2/04_create_distance_zones.py	cfg:buffers.major_airport_osm_ids	reads	false	false	false	true	[frag_A] abschichtung_common.py:1115	Nur falls Airport-Korridore (Stufe 03) neu gebaut werden muessten; in 04 selbst nicht direkt aufgerufen (Airport-Baender sind reine REQUIRED_SOURCE_LAYERS-Konsumenten aus 03).
scripts/widmung_v2/04_create_distance_zones.py	cfg:paths.dgm	reads	false	false	false	false	[frag_A] abschichtung_common.py:1256 (build_geography_masks)	
scripts/widmung_v2/04_create_distance_zones.py	cfg:paths.nsg_zip	reads	false	false	false	false	[frag_A] abschichtung_common.py:1164-1194 (_build_official_nature_mask)	
scripts/widmung_v2/04_create_distance_zones.py	cfg:paths.vgd	reads	false	false	false	false	[frag_A] abschichtung_common.py:624 (admin_boundaries), aufgerufen 04_create_distance_zones.py:261,286,349,392	
scripts/widmung_v2/04_create_distance_zones.py	cfg:paths.wind_pd_150	reads	false	false	false	false	[frag_A] abschichtung_common.py:1282 (build_geography_masks)	
config.json	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:389 (load_config)	
data/RED_III_Windkraftbeschleunigungszone.zip	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	true	[frag_A] wind_zones.py:120,177-190 (hartkodiert)	Gleiches Silent-Skip-Risiko wie WK_Eignungszonen.zip.
data/WK_Eignungszonen.zip	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	true	[frag_A] wind_zones.py:105,177-190 (hartkodiert, nicht per CLI ueberschreibbar)	Fehlt lokal (gitignorter data/-Baum) -> stiller Skip (nur Warnung), Band 37 dadurch unbemerkt unvollstaendig.
data/austria-260330.osm.pbf	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1199 (_build_osm_nature_mask) / 1315 (build_water_masks) / 1105-1108,310-313 (transport/windpower)	
data/luca_zonen/Sbg.shp	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	true	[frag_A] 04_create_distance_zones.py:370-371,1352 (load_wind_zones -> wind_zones.py:183)	
data/luca_zonen/Stmk.shp	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	true	[frag_A] 04_create_distance_zones.py:370-371,1352 (load_wind_zones -> wind_zones.py:183, --vorrangzonen-dir Default)	--no-vorrangzonen deaktiviert; fehlende Datei -> Warnung + Skip.
data/zonierung_noe.json	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	true	[frag_A] 04_create_distance_zones.py:365-369,1344-1349 (build_official_zoning_masks, --official-zoning-geojson Default)	Fehlt die Datei: nur Warnung, kein Abbruch.
layer:airport_area_major	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:airport_runway_corridor_5km	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:cableway_buildings_buffer	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:cableway_buildings_buffer	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:273-298,432-436 (build_v2_buffers)	
layer:cableway_buildings_source	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] 04_create_distance_zones.py:295-297 (build_v2_buffers, uniform_buffer_cell_mask)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:cableway_people_150m	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:ferienhaus_tourismus_source	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] 04_create_distance_zones.py:266 (build_hig_family_sources)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:general_buildings_buffer	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:general_buildings_buffer	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:273-298,432-436 (build_v2_buffers)	
layer:general_buildings_source	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] 04_create_distance_zones.py:295-297 (build_v2_buffers, uniform_buffer_cell_mask)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:geography_elevation_too_high	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:geography_elevation_too_high	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:444 (build_geography_masks)	
layer:geography_slope_too_steep	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:geography_slope_too_steep	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:444 (build_geography_masks)	
layer:geography_water_bodies	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:geography_water_bodies	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:445 (build_water_masks)	
layer:geography_wind_too_low	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:geography_wind_too_low	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:444 (build_geography_masks)	
layer:haeuser_im_gruenen	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:haeuser_im_gruenen	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:273-298,432-436 (build_v2_buffers)	
layer:haeuser_im_gruenen_ferienhaus	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:275-284 (build_v2_buffers)	
scripts/widmung_v2/04_create_distance_zones.py	layer:haeuser_im_gruenen_ferienhaus	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:249-270,427-431 (build_hig_family_sources)	
layer:haeuser_im_gruenen_noe_pdf	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:275-284 (build_v2_buffers)	
scripts/widmung_v2/04_create_distance_zones.py	layer:haeuser_im_gruenen_noe_pdf	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:249-270,427-431 (build_hig_family_sources)	
layer:haeuser_im_gruenen_streusiedlung	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:275-284 (build_v2_buffers)	
scripts/widmung_v2/04_create_distance_zones.py	layer:haeuser_im_gruenen_streusiedlung	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:249-270,427-431 (build_hig_family_sources)	
layer:haeuser_im_gruenen_widmung	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:275-284 (build_v2_buffers)	
scripts/widmung_v2/04_create_distance_zones.py	layer:haeuser_im_gruenen_widmung	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:249-270,427-431 (build_hig_family_sources)	
layer:hig_hulls_source	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] 04_create_distance_zones.py:268 (build_hig_family_sources, NÖ ausmaskiert)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:military_restricted_area	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:nature_protection_areas	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:nature_protection_areas	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:443 (build_nature_masks)	
layer:noe_pdf_750m_zones	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] 04_create_distance_zones.py:269 (build_hig_family_sources)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:nonresidential_hulls_buffer	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] abschichtung_common.py:1580-1583 (compose_exclusion_geotiff liest jedes Bedingungsband aus BANDS erneut aus layer_dir, unabhaengig davon wer es geschrieben hat)	
scripts/widmung_v2/04_create_distance_zones.py	layer:nonresidential_hulls_buffer	writes	true	false	false	false	[frag_A] 04_create_distance_zones.py:273-298,432-436 (build_v2_buffers)	
layer:nonresidential_hulls_source	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] 04_create_distance_zones.py:295-297 (build_v2_buffers, uniform_buffer_cell_mask)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
layer:official_hig_source	scripts/widmung_v2/04_create_distance_zones.py	reads	true	true	false	false	[frag_A] 04_create_distance_zones.py:210-226,233-239 (REQUIRED_SOURCE_LAYERS / _check_required_sources); [frag_A] 04_create_distance_zones.py:267 (build_hig_family_sources, NÖ ausmaskiert)	Hart geprueft: FileNotFoundError falls einer dieser 15 Checkpoints fehlt.
